(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:00:47.015066' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:00:47.015066', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT CAST(MIN(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__min", CAST(MAX(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__max" FROM "products_product"; args=(100, 100, 100, 100); alias=default
(0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
(0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:37.051595' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:37.051595', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:48.380780' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:48.380780', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" LIMIT 21; args=(); alias=default
(0.000) SELECT CAST(MIN(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__min", CAST(MAX(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__max" FROM "products_product"; args=(100, 100, 100, 100); alias=default
(0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
(0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:49.441847' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:49.441847', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message", "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage" ORDER BY "customer_contactmessage"."contact_email" DESC, "customer_contactmessage"."id" DESC; args=(); alias=default
(0.000) SELECT "customer_order"."id", "customer_order"."customer_id", "customer_order"."date_ordered", "customer_order"."completed", "customer_order"."session_id" FROM "customer_order" WHERE (NOT "customer_order"."completed" AND "customer_order"."customer_id" = 1) LIMIT 21; args=(1,); alias=default
(0.000) UPDATE "customer_order" SET "customer_id" = 1, "date_ordered" = '2022-11-08 12:13:44.245663', "completed" = 0, "session_id" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9' WHERE "customer_order"."id" = 385; args=(1, '2022-11-08 12:13:44.245663', False, 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9', 385); alias=default
(0.000) SELECT SUM("total_price") FROM (SELECT (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0) AS "discount_percent", ("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) AS "discount_price", (("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) * "customer_orderitem"."quantity") AS "total_price" FROM "customer_orderitem" LEFT OUTER JOIN "products_product" ON ("customer_orderitem"."product_id" = "products_product"."id") WHERE "customer_orderitem"."order_id" = 385) subquery; args=(100, 100.0, 100, 100.0, 100, 100.0, 385); alias=default
(0.000) SELECT SUM("customer_orderitem"."quantity") AS "count" FROM "customer_orderitem" WHERE "customer_orderitem"."order_id" = 385; args=(385,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_likedproduct" WHERE "customer_likedproduct"."customer_id" = 1; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:49.541582' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:49.541582', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:51.644692' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:51.644692', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.016) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message", "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage" ORDER BY "customer_contactmessage"."id" DESC; args=(); alias=default
(0.000) SELECT "customer_order"."id", "customer_order"."customer_id", "customer_order"."date_ordered", "customer_order"."completed", "customer_order"."session_id" FROM "customer_order" WHERE (NOT "customer_order"."completed" AND "customer_order"."customer_id" = 1) LIMIT 21; args=(1,); alias=default
(0.000) UPDATE "customer_order" SET "customer_id" = 1, "date_ordered" = '2022-11-08 12:13:44.245663', "completed" = 0, "session_id" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9' WHERE "customer_order"."id" = 385; args=(1, '2022-11-08 12:13:44.245663', False, 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9', 385); alias=default
(0.000) SELECT SUM("total_price") FROM (SELECT (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0) AS "discount_percent", ("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) AS "discount_price", (("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) * "customer_orderitem"."quantity") AS "total_price" FROM "customer_orderitem" LEFT OUTER JOIN "products_product" ON ("customer_orderitem"."product_id" = "products_product"."id") WHERE "customer_orderitem"."order_id" = 385) subquery; args=(100, 100.0, 100, 100.0, 100, 100.0, 385); alias=default
(0.000) SELECT SUM("customer_orderitem"."quantity") AS "count" FROM "customer_orderitem" WHERE "customer_orderitem"."order_id" = 385; args=(385,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_likedproduct" WHERE "customer_likedproduct"."customer_id" = 1; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:51.680282' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:51.680282', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:52.490012' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:52.490012', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.015) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message", "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage" ORDER BY "customer_contactmessage"."contact_email" ASC, "customer_contactmessage"."id" DESC; args=(); alias=default
(0.000) SELECT "customer_order"."id", "customer_order"."customer_id", "customer_order"."date_ordered", "customer_order"."completed", "customer_order"."session_id" FROM "customer_order" WHERE (NOT "customer_order"."completed" AND "customer_order"."customer_id" = 1) LIMIT 21; args=(1,); alias=default
(0.000) UPDATE "customer_order" SET "customer_id" = 1, "date_ordered" = '2022-11-08 12:13:44.245663', "completed" = 0, "session_id" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9' WHERE "customer_order"."id" = 385; args=(1, '2022-11-08 12:13:44.245663', False, 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9', 385); alias=default
(0.000) SELECT SUM("total_price") FROM (SELECT (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0) AS "discount_percent", ("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) AS "discount_price", (("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) * "customer_orderitem"."quantity") AS "total_price" FROM "customer_orderitem" LEFT OUTER JOIN "products_product" ON ("customer_orderitem"."product_id" = "products_product"."id") WHERE "customer_orderitem"."order_id" = 385) subquery; args=(100, 100.0, 100, 100.0, 100, 100.0, 385); alias=default
(0.000) SELECT SUM("customer_orderitem"."quantity") AS "count" FROM "customer_orderitem" WHERE "customer_orderitem"."order_id" = 385; args=(385,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_likedproduct" WHERE "customer_likedproduct"."customer_id" = 1; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:52.524362' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:52.524362', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:52.906767' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:52.906767', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT COUNT(*) FROM (SELECT "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage") subquery; args=(); alias=default
(0.000) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message", "customer_contactmessage"."contact_email" AS "email", "customer_contactmessage"."name" AS "sender_name" FROM "customer_contactmessage" ORDER BY "customer_contactmessage"."contact_email" DESC, "customer_contactmessage"."id" DESC; args=(); alias=default
(0.000) SELECT "customer_order"."id", "customer_order"."customer_id", "customer_order"."date_ordered", "customer_order"."completed", "customer_order"."session_id" FROM "customer_order" WHERE (NOT "customer_order"."completed" AND "customer_order"."customer_id" = 1) LIMIT 21; args=(1,); alias=default
(0.000) UPDATE "customer_order" SET "customer_id" = 1, "date_ordered" = '2022-11-08 12:13:44.245663', "completed" = 0, "session_id" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9' WHERE "customer_order"."id" = 385; args=(1, '2022-11-08 12:13:44.245663', False, 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9', 385); alias=default
(0.000) SELECT SUM("total_price") FROM (SELECT (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0) AS "discount_percent", ("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) AS "discount_price", (("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) * "customer_orderitem"."quantity") AS "total_price" FROM "customer_orderitem" LEFT OUTER JOIN "products_product" ON ("customer_orderitem"."product_id" = "products_product"."id") WHERE "customer_orderitem"."order_id" = 385) subquery; args=(100, 100.0, 100, 100.0, 100, 100.0, 385); alias=default
(0.000) SELECT SUM("customer_orderitem"."quantity") AS "count" FROM "customer_orderitem" WHERE "customer_orderitem"."order_id" = 385; args=(385,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_likedproduct" WHERE "customer_likedproduct"."customer_id" = 1; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:01:52.950681' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:01:52.950681', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT CAST(MIN(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__min", CAST(MAX(CAST((CAST(("products_product"."price" * CAST((100 - "products_product"."discount_rate") AS NUMERIC)) AS NUMERIC) / 100) AS NUMERIC)) AS NUMERIC) AS "price__max" FROM "products_product"; args=(100, 100, 100, 100); alias=default
(0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
(0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:02:11.215526' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:02:11.215526', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_contactmessage"; args=(); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_contactmessage"; args=(); alias=default
(0.015) SELECT "customer_contactmessage"."id", "customer_contactmessage"."name", "customer_contactmessage"."contact_email", "customer_contactmessage"."message" FROM "customer_contactmessage" ORDER BY "customer_contactmessage"."contact_email" DESC, "customer_contactmessage"."id" DESC; args=(); alias=default
(0.000) SELECT "customer_order"."id", "customer_order"."customer_id", "customer_order"."date_ordered", "customer_order"."completed", "customer_order"."session_id" FROM "customer_order" WHERE (NOT "customer_order"."completed" AND "customer_order"."customer_id" = 1) LIMIT 21; args=(1,); alias=default
(0.000) UPDATE "customer_order" SET "customer_id" = 1, "date_ordered" = '2022-11-08 12:13:44.245663', "completed" = 0, "session_id" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9' WHERE "customer_order"."id" = 385; args=(1, '2022-11-08 12:13:44.245663', False, 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9', 385); alias=default
(0.000) SELECT SUM("total_price") FROM (SELECT (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0) AS "discount_percent", ("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) AS "discount_price", (("products_product"."price" * (CAST((100 - "products_product"."discount_rate") AS NUMERIC) / 100.0)) * "customer_orderitem"."quantity") AS "total_price" FROM "customer_orderitem" LEFT OUTER JOIN "products_product" ON ("customer_orderitem"."product_id" = "products_product"."id") WHERE "customer_orderitem"."order_id" = 385) subquery; args=(100, 100.0, 100, 100.0, 100, 100.0, 385); alias=default
(0.000) SELECT SUM("customer_orderitem"."quantity") AS "count" FROM "customer_orderitem" WHERE "customer_orderitem"."order_id" = 385; args=(385,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_likedproduct" WHERE "customer_likedproduct"."customer_id" = 1; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:02:11.303512' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:02:11.303512', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-11-11 15:02:11.700773' AND "django_session"."session_key" = 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9') LIMIT 21; args=('2022-11-11 15:02:11.700773', 'ymhshfgmuj9br17qgvp2c3mvic6lh7v9'); alias=default
(0.000) SELECT "customer_user"."id", "customer_user"."password", "customer_user"."last_login", "customer_user"."is_superuser", "customer_user"."first_name", "customer_user"."last_name", "customer_user"."is_staff", "customer_user"."is_active", "customer_user"."date_joined", "customer_user"."username", "customer_user"."email", "customer_user"."phone" FROM "customer_user" WHERE "customer_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_contactmessage"; args=(); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "customer_contactmessage"; args=(); alias=default
